State,Date,Cured(cumsum),Deaths(cumsum),Confirmed(cumsum),Cured,Deaths,Confirmed
Assam,2021-05-09,249295,1628,289069,3053,50,5756
Assam,2021-05-10,253340,1676,292368,4045,48,3299
Assam,2021-05-11,257571,1753,298171,4231,77,5803
Assam,2021-05-12,261980,1838,304429,4409,85,6258
Assam,2021-05-13,265860,1909,310086,3880,71,5657
Assam,2021-05-14,270079,1984,315554,4219,75,5468
Assam,2021-05-15,274247,2060,319632,4168,76,4078
Assam,2021-05-16,277501,2123,324979,3254,63,5347
Assam,2021-05-17,281726,2179,328629,4225,56,3650
Assam,2021-05-18,286463,2271,335023,4737,92,6394
Assam,2021-05-19,290774,2344,340858,4311,73,5835
Assam,2021-05-20,294831,2433,347001,4057,89,6143
Assam,2021-05-21,297902,2507,353574,3071,74,6573
Assam,2021-05-22,302889,2588,359640,4987,81,6066
Assam,2021-05-23,307548,2667,365620,4659,79,5980
Assam,2021-05-24,313333,2739,369183,5785,72,3563
Assam,2021-05-25,318585,2823,375404,5252,84,6221
Assam,2021-05-26,323368,2915,381171,4783,92,5767
Assam,2021-05-27,329634,3005,386870,6266,90,5699
Assam,2021-05-28,334418,3088,392574,4784,83,5704
Assam,2021-05-29,340178,3168,398010,5760,80,5436
Assam,2021-05-30,344083,3245,403623,3905,77,5613
Assam,2021-05-31,349773,3300,406868,5690,55,3245
Assam,2021-06-01,354810,3365,411216,5037,65,4348
Assam,2021-06-02,359802,3416,415898,4992,51,4682
Assam,2021-06-03,364191,3477,420076,4389,61,4178
Assam,2021-06-04,368981,3523,424385,4790,46,4309
Assam,2021-06-05,373244,3577,428933,4263,54,4548
Assam,2021-06-06,376343,3621,432714,3099,44,3781
Assam,2021-06-07,380419,3658,434942,4076,37,2228
Assam,2021-06-08,385032,3695,438746,4613,37,3804
Assam,2021-06-09,388451,3738,442694,3419,43,3948
Assam,2021-06-10,392806,3793,446445,4355,55,3751
Assam,2021-06-11,397929,3844,450201,5123,51,3756
Assam,2021-06-12,403170,3873,453867,5241,29,3666
Assam,2021-06-13,408770,3915,457330,5600,42,3463
Assam,2021-06-14,414173,3951,459497,5403,36,2167
Assam,2021-06-15,418472,3994,463175,4299,43,3678
Assam,2021-06-16,421378,4028,466590,2906,34,3415
Assam,2021-06-17,426259,4064,469976,4881,36,3386
Assam,2021-06-18,431208,4105,473453,4949,41,3477
Assam,2021-06-19,436043,4138,477159,4835,33,3706
Assam,2021-06-20,441184,4178,480730,5141,40,3571
Assam,2021-06-21,444743,4208,482505,3559,30,1775
Assam,2021-06-22,448442,4243,485310,3699,35,2805
Assam,2021-06-23,450924,4280,488179,2482,37,2869
Assam,2021-06-24,454726,4310,490907,3802,30,2728
Assam,2021-06-25,458330,4344,493688,3604,34,2781
Assam,2021-06-26,462307,4370,496481,3977,26,2793
Assam,2021-06-27,465806,4403,499121,3499,33,2640
Assam,2021-06-28,469067,4440,500644,3261,37,1523
Assam,2021-06-29,472461,4482,503333,3394,42,2689
Assam,2021-06-30,474457,4509,506005,1996,27,2672
Assam,2021-07-01,477510,4539,508484,3053,30,2479
Assam,2021-07-02,480839,4577,511153,3329,38,2669
Assam,2021-07-03,483741,4604,513606,2902,27,2453
Assam,2021-07-04,486265,4632,515981,2524,28,2375
Assam,2021-07-05,489040,4652,517194,2775,20,1213
Assam,2021-07-06,491561,4683,519834,2521,31,2640
Assam,2021-07-07,493306,4717,522267,1745,34,2433
Assam,2021-07-08,496442,4743,524556,3136,26,2289
Assam,2021-07-09,499388,4764,527200,2946,21,2644
Assam,2021-07-10,501869,4788,529693,2481,24,2493
Assam,2021-07-11,504723,4812,532084,2854,24,2391
Assam,2021-07-12,507516,4828,533663,2793,16,1579
Assam,2021-07-13,510432,4865,536238,2916,37,2575
Assam,2021-07-14,511888,4888,538407,1456,23,2169
Assam,2021-07-15,514543,4910,540453,2655,22,2046
Assam,2021-07-16,517041,4937,542445,2498,27,1992
Assam,2021-07-17,519697,4961,544227,2656,24,1782
Assam,2021-07-18,522192,4984,545954,2495,23,1727
Assam,2021-07-19,524469,4999,547283,2277,15,1329
Assam,2021-07-20,526607,5019,549080,2138,20,1797
Assam,2021-07-21,528252,5029,550878,1645,10,1798
Assam,2021-07-22,530678,5054,552425,2426,25,1547
Assam,2021-07-23,532940,5076,554221,2262,22,1796
Assam,2021-07-24,534809,5091,555842,1869,15,1621
Assam,2021-07-25,536597,5114,557437,1788,23,1595
Assam,2021-07-26,538098,5136,558491,1501,22,1054
Assam,2021-07-27,539928,5162,560019,1830,26,1528
Assam,2021-07-28,541240,5180,561455,1312,18,1436
Assam,2021-07-29,543031,5201,562731,1791,21,1276
Assam,2021-07-30,544695,5221,564030,1664,20,1299
Assam,2021-07-31,546136,5241,565209,1441,20,1179
Assam,2021-08-01,547616,5260,566198,1480,19,989
Assam,2021-08-02,549065,5275,566982,1449,15,784
Assam,2021-08-03,550534,5294,568257,1469,19,1275
Assam,2021-08-04,551692,5307,569439,1158,13,1182
Assam,2021-08-05,552955,5326,570504,1263,19,1065
Assam,2021-08-06,554204,5343,571571,1249,17,1067
Assam,2021-08-07,555470,5357,572546,1266,14,975
Assam,2021-08-08,556527,5372,573532,1057,15,986
Assam,2021-08-09,557654,5387,574100,1127,15,568
Assam,2021-08-10,558720,5404,575220,1066,17,1120
Assam,2021-08-11,559684,5420,576149,964,16,929
Bihar,2020-03-22,0,1,2,-559684,-5419,-576147
Bihar,2020-03-23,0,1,2,0,0,0
Bihar,2020-03-24,0,1,3,0,0,1
Bihar,2020-03-25,0,1,4,0,0,1
Bihar,2020-03-26,0,1,6,0,0,2
Bihar,2020-03-27,0,1,6,0,0,0
Bihar,2020-03-28,0,1,9,0,0,3
Bihar,2020-03-29,0,1,11,0,0,2
Bihar,2020-03-30,0,1,15,0,0,4
Bihar,2020-03-31,0,1,15,0,0,0
Bihar,2020-04-01,0,1,23,0,0,8
Bihar,2020-04-02,0,1,24,0,0,1
Bihar,2020-04-03,0,1,29,0,0,5
Bihar,2020-04-04,0,1,30,0,0,1
Bihar,2020-04-05,0,1,30,0,0,0
Bihar,2020-04-06,0,1,32,0,0,2
Bihar,2020-04-07,0,1,32,0,0,0
Bihar,2020-04-08,0,1,38,0,0,6
Bihar,2020-04-09,0,1,39,0,0,1
Bihar,2020-04-10,0,1,60,0,0,21
Bihar,2020-04-11,0,1,60,0,0,0
Bihar,2020-04-12,19,1,64,19,0,4
Bihar,2020-04-13,26,1,64,7,0,0
Bihar,2020-04-14,26,1,66,0,0,2
Bihar,2020-04-15,29,1,70,3,0,4
Bihar,2020-04-16,29,1,74,0,0,4
Bihar,2020-04-17,37,1,83,8,0,9
Bihar,2020-04-18,37,2,85,0,1,2
Bihar,2020-04-19,37,2,86,0,0,1
Bihar,2020-04-20,42,2,96,5,0,10
Bihar,2020-04-21,42,2,114,0,0,18
Bihar,2020-04-22,46,2,126,4,0,12
Bihar,2020-04-23,46,2,148,0,0,22
Bihar,2020-04-24,46,2,176,0,0,28
Bihar,2020-04-25,46,2,228,0,0,52
Bihar,2020-04-26,46,2,251,0,0,23
Bihar,2020-04-27,56,2,277,10,0,26
Bihar,2020-04-28,57,2,346,1,0,69
Bihar,2020-04-29,64,2,383,7,0,37
Bihar,2020-04-30,65,2,403,1,0,20
Bihar,2020-05-01,82,2,426,17,0,23
Bihar,2020-05-02,98,3,471,16,1,45
Bihar,2020-05-03,117,4,482,19,1,11
Bihar,2020-05-04,125,4,517,8,0,35
Bihar,2020-05-05,130,4,529,5,0,12
Bihar,2020-05-06,142,4,536,12,0,7
Bihar,2020-05-07,188,4,542,46,0,6
Bihar,2020-05-08,246,5,550,58,1,8
Bihar,2020-05-09,297,5,571,51,0,21
Bihar,2020-05-10,322,5,591,25,0,20
Bihar,2020-05-11,365,6,696,43,1,105
Bihar,2020-05-12,377,6,747,12,0,51
Bihar,2020-05-13,383,6,831,6,0,84
Bihar,2020-05-14,388,7,940,5,1,109
Bihar,2020-05-15,411,7,994,23,0,54
Bihar,2020-05-16,438,7,1018,27,0,24
Bihar,2020-05-17,453,7,1179,15,0,161
Bihar,2020-05-18,475,8,1262,22,1,83
Bihar,2020-05-19,494,9,1391,19,1,129
Bihar,2020-05-20,534,9,1498,40,0,107
Bihar,2020-05-21,571,10,1674,37,1,176
Bihar,2020-05-22,593,11,1982,22,1,308
Bihar,2020-05-23,629,11,2177,36,0,195
Bihar,2020-05-24,653,11,2380,24,0,203
Bihar,2020-05-25,702,13,2587,49,2,207
Bihar,2020-05-26,749,13,2730,47,0,143
Bihar,2020-05-27,900,13,2983,151,0,253
Bihar,2020-05-28,1083,15,3061,183,2,78
Bihar,2020-05-29,1211,15,3296,128,0,235
Bihar,2020-05-30,1211,15,3376,0,0,80
Bihar,2020-05-31,1618,20,3636,407,5,260
Bihar,2020-06-01,1710,21,3815,92,1,179
Bihar,2020-06-02,1900,24,3926,190,3,111
Bihar,2020-06-03,1946,24,4155,46,0,229
Bihar,2020-06-04,2077,25,4390,131,1,235
Bihar,2020-06-05,2210,29,4493,133,4,103
Bihar,2020-06-06,2225,29,4596,15,0,103
Bihar,2020-06-07,2425,30,4915,200,1,319
Bihar,2020-06-08,2480,30,5088,55,0,173
Bihar,2020-06-09,2499,31,5202,19,1,114
Bihar,2020-06-10,2864,32,5459,365,1,257
Bihar,2020-06-11,3071,33,5710,207,1,251
Bihar,2020-06-12,3266,36,5983,195,3,273
Bihar,2020-06-13,3587,36,6103,321,0,120
Bihar,2020-06-14,3956,39,6290,369,3,187
Bihar,2020-06-15,4170,39,6470,214,0,180
Bihar,2020-06-16,4409,40,6650,239,1,180
Bihar,2020-06-17,4644,41,6778,235,1,128
Bihar,2020-06-18,4926,44,6942,282,3,164
Bihar,2020-06-19,5056,44,7025,130,0,83
Bihar,2020-06-20,5098,50,7181,42,6,156
Bihar,2020-06-21,5529,52,7533,431,2,352
Bihar,2020-06-22,5580,53,7612,51,1,79
Bihar,2020-06-23,5781,55,7825,201,2,213
Bihar,2020-06-24,6104,56,8153,323,1,328
Bihar,2020-06-25,6113,57,8209,9,1,56
Bihar,2020-06-26,6441,57,8473,328,0,264
Bihar,2020-06-27,6762,58,8716,321,1,243
Bihar,2020-06-28,6843,59,8931,81,1,215
Bihar,2020-06-29,7118,60,9212,275,1,281
Bihar,2020-06-30,7390,62,9640,272,2,428
Bihar,2020-07-01,7687,67,10043,297,5,403
Bihar,2020-07-02,7946,70,10249,259,3,206
Bihar,2020-07-03,8020,77,10471,74,7,222
Bihar,2020-07-04,8214,80,10954,194,3,483
Bihar,2020-07-05,8686,89,11700,472,9,746
Bihar,2020-07-06,8765,95,11876,79,6,176
Bihar,2020-07-07,8997,97,12125,232,2,249
Bihar,2020-07-08,9284,104,12570,287,7,445
Bihar,2020-07-09,9554,107,13189,270,3,619
Bihar,2020-07-10,9816,115,13944,262,8,755
Bihar,2020-07-11,10109,119,14575,293,4,631
Bihar,2020-07-12,10685,131,15373,576,12,798
Bihar,2020-07-13,11498,143,16642,813,12,1269
Bihar,2020-07-14,12317,160,17959,819,17,1317
Bihar,2020-07-15,12849,174,19284,532,14,1325
Bihar,2020-07-16,13462,180,20612,613,6,1328
Bihar,2020-07-17,14018,197,21764,556,17,1152
Bihar,2020-07-18,14621,201,23589,603,4,1825
Bihar,2020-07-19,15536,208,25136,915,7,1547
Bihar,2020-07-20,16308,217,26569,772,9,1433
Bihar,2020-07-21,17433,217,27646,1125,0,1077
Bihar,2020-07-22,18515,217,28952,1082,0,1306
Bihar,2020-07-23,19646,217,30369,1131,0,1417
Bihar,2020-07-24,20769,217,31980,1123,0,1611
Bihar,2020-07-25,22343,220,33926,1574,3,1946
Bihar,2020-07-26,24053,234,36604,1710,14,2678
Bihar,2020-07-27,25815,244,39176,1762,10,2572
Bihar,2020-07-28,27530,253,41244,1715,9,2068
Bihar,2020-07-29,28856,269,43843,1326,16,2599
Bihar,2020-07-30,30320,278,46080,1464,9,2237
Bihar,2020-07-31,31350,282,48477,1030,4,2397
Bihar,2020-08-01,33358,296,51233,2008,14,2756
Bihar,2020-08-02,34994,309,54240,1636,13,3007
Bihar,2020-08-03,36389,329,57024,1395,20,2784
Bihar,2020-08-04,38228,330,59328,1839,1,2304
Bihar,2020-08-05,40348,347,61788,2120,17,2460
Bihar,2020-08-06,42414,355,64770,2066,8,2982
Bihar,2020-08-07,43537,363,67788,1123,8,3018
Bihar,2020-08-08,44482,369,71304,945,6,3516
Bihar,2020-08-09,48243,382,75294,3761,13,3990
Bihar,2020-08-10,51158,387,79451,2915,5,4157
Bihar,2020-08-11,54088,397,82550,2930,10,3099
Bihar,2020-08-12,56709,413,86413,2621,16,3863
Bihar,2020-08-13,59786,416,90321,3077,3,3908
Bihar,2020-08-14,62284,426,94193,2498,10,3872
Bihar,2020-08-15,64930,442,98008,2646,16,3815
Bihar,2020-08-16,68510,450,101551,3580,8,3543
Bihar,2020-08-17,72324,461,103844,3814,11,2293
Bihar,2020-08-18,76452,468,106307,4128,7,2463
Bihar,2020-08-19,80330,476,109498,3878,8,3191
Bihar,2020-08-20,84404,487,112437,4074,11,2939
Bihar,2020-08-21,87660,492,114941,3256,5,2504
Bihar,2020-08-22,91552,498,117413,3892,6,2472
Bihar,2020-08-23,94858,503,119529,3306,5,2116
Bihar,2020-08-24,98325,511,121947,3467,8,2418
Bihar,2020-08-25,101292,514,123198,2967,3,1251
Bihar,2020-08-26,104301,519,124536,3009,5,1338
Bihar,2020-08-27,106361,530,126714,2060,11,2178
Bihar,2020-08-28,109175,538,128780,2814,8,2066
Bihar,2020-08-29,112452,558,131057,3277,20,2277
Bihar,2020-08-30,114772,561,133003,2320,3,1946
Bihar,2020-08-31,117124,578,135035,2352,17,2032
Bihar,2020-09-01,119540,582,136457,2416,4,1422
Bihar,2020-09-02,121560,621,138349,2020,39,1892
Bihar,2020-09-03,123794,646,141441,2234,25,3092
Bihar,2020-09-04,124976,672,142967,1182,26,1526
Bihar,2020-09-05,126371,701,144104,1395,29,1137
Bihar,2020-09-06,128503,735,145832,2132,34,1728
Bihar,2020-09-07,130485,750,147661,1982,15,1829
Bihar,2020-09-08,132145,761,149027,1660,11,1366
Bihar,2020-09-09,134391,765,150502,2246,4,1475
Bihar,2020-09-10,135791,775,152192,1400,10,1690
Bihar,2020-09-11,137544,785,153568,1753,10,1376
Bihar,2020-09-12,139458,797,155445,1914,12,1877
Bihar,2020-09-13,141499,808,156703,2041,11,1258
Bihar,2020-09-14,143350,822,158285,1851,14,1582
Bihar,2020-09-15,145560,831,160366,2210,9,2081
Bihar,2020-09-16,146980,836,160871,1420,5,505
Bihar,2020-09-17,148656,848,162463,1676,12,1592
Bihar,2020-09-18,150040,855,164051,1384,7,1588
Bihar,2020-09-19,151750,859,165218,1710,4,1167
Bihar,2020-09-20,153298,861,166788,1548,2,1570
Bihar,2020-09-21,155155,864,169024,1857,3,2236
Bihar,2020-09-22,156242,870,169651,1087,6,627
Bihar,2020-09-23,157454,873,171255,1212,3,1604
Bihar,2020-09-24,159022,874,172854,1568,1,1599
Bihar,2020-09-25,160178,878,174071,1156,4,1217
Bihar,2020-09-26,161874,878,175525,1696,0,1454
Bihar,2020-09-27,163432,886,177072,1558,8,1547
Bihar,2020-09-28,164987,888,178702,1555,2,1630
Bihar,2020-09-29,166276,892,179832,1289,4,1130
Bihar,2020-09-30,168025,894,181285,1749,2,1453
Bihar,2020-10-01,169732,904,182728,1707,10,1443
Bihar,2020-10-02,171048,904,184038,1316,0,1310
Bihar,2020-10-03,172449,910,185436,1401,6,1398
Bihar,2020-10-04,173932,912,186441,1483,2,1005
Bihar,2020-10-05,175458,915,188168,1526,3,1727
Bihar,2020-10-06,176995,924,189442,1537,9,1274
Bihar,2020-10-07,178395,925,190740,1400,1,1298
Bihar,2020-10-08,179732,927,191985,1337,2,1245
Bihar,2020-10-09,180696,929,193072,964,2,1087
Bihar,2020-10-10,182121,934,194329,1425,5,1257
Bihar,2020-10-11,183390,944,195499,1269,10,1170
Bihar,2020-10-12,184541,946,196531,1151,2,1032
Bihar,2020-10-13,185911,955,197535,1370,9,1004
Bihar,2020-10-14,187059,961,198855,1148,6,1320
Bihar,2020-10-15,188380,967,200103,1321,6,1248
Bihar,2020-10-16,189186,972,201196,806,5,1093
Bihar,2020-10-17,190425,981,202290,1239,9,1094
Bihar,2020-10-18,191619,990,203457,1194,9,1167
Bihar,2020-10-19,192783,996,204363,1164,6,906
Bihar,2020-10-20,194005,1003,205945,1222,7,1582
Bihar,2020-10-21,195046,1011,207405,1041,8,1460
Bihar,2020-10-22,196240,1019,208377,1194,8,972
Bihar,2020-10-23,197208,1026,209447,968,7,1070
Bihar,2020-10-24,198532,1034,210196,1324,8,749
Bihar,2020-10-25,199757,1042,211258,1225,8,1062
Bihar,2020-10-26,200918,1049,211689,1161,7,431
Bihar,2020-10-27,201942,1058,212355,1024,9,666
Bihar,2020-10-28,203174,1065,213085,1232,7,730
Bihar,2020-10-29,204178,1069,213576,1004,4,491
Bihar,2020-10-30,205108,1076,214242,930,7,666
Bihar,2020-10-31,206346,1084,215327,1238,8,1085
Bihar,2020-11-01,207480,1090,216086,1134,6,759
Bihar,2020-11-02,208644,1097,216707,1164,7,621
Bihar,2020-11-03,209582,1101,217277,938,4,570
Bihar,2020-11-04,210672,1108,218203,1090,7,926
Bihar,2020-11-05,211398,1113,218605,726,5,402
Bihar,2020-11-06,211872,1121,219349,474,8,744
Bihar,2020-11-07,212452,1129,220099,580,8,750
Bihar,2020-11-08,213513,1136,220936,1061,7,837
Bihar,2020-11-09,214207,1144,221624,694,8,688
Bihar,2020-11-10,215263,1151,222917,1056,7,1293
Bihar,2020-11-11,216097,1156,223346,834,5,429
Bihar,2020-11-12,216940,1162,223917,843,6,571
Bihar,2020-11-13,217594,1167,224524,654,5,607
Bihar,2020-11-14,218313,1174,225124,719,7,600
Bihar,2020-11-15,218689,1179,225595,376,5,471
Bihar,2020-11-16,219263,1184,225901,574,5,306
Bihar,2020-11-17,220007,1189,226417,744,5,516
Bihar,2020-11-18,220668,1194,227018,661,5,601
Bihar,2020-11-19,221272,1201,227822,604,7,804
Bihar,2020-11-20,221924,1209,228511,652,8,689
Bihar,2020-11-21,222420,1212,228886,496,3,375
Bihar,2020-11-22,222879,1216,229177,459,4,291
Bihar,2020-11-23,223484,1221,229544,605,5,367
Bihar,2020-11-24,224073,1227,230094,589,6,550
Bihar,2020-11-25,224715,1233,230845,642,6,751
Bihar,2020-11-26,225077,1237,231539,362,4,694
Bihar,2020-11-27,225602,1243,232235,525,6,696
Bihar,2020-11-28,226267,1248,232916,665,5,681
Bihar,2020-11-29,226939,1253,233572,672,5,656
Bihar,2020-11-30,227456,1259,234119,517,6,547
Bihar,2020-12-01,227987,1264,234610,531,5,491
Bihar,2020-12-02,228316,1268,235152,329,4,542
Bihar,2020-12-03,228797,1274,235839,481,6,687
Bihar,2020-12-04,229249,1281,236420,452,7,581
Bihar,2020-12-05,229883,1287,237006,634,6,586
Bihar,2020-12-06,230630,1292,237552,747,5,546
Bihar,2020-12-07,231248,1295,238106,618,3,554
Bihar,2020-12-08,231884,1297,238648,636,2,542
Bihar,2020-12-09,232563,1300,239322,679,3,674
Bihar,2020-12-10,233298,1303,239955,735,3,633
Bihar,2020-12-11,233766,1307,240572,468,4,617
Bihar,2020-12-12,234383,1312,241222,617,5,650
Bihar,2020-12-13,234958,1317,241776,575,5,554
Bihar,2020-12-14,235528,1321,242224,570,4,448
Bihar,2020-12-15,236247,1325,242660,719,4,436
Bihar,2020-12-16,236782,1329,243281,535,4,621
Bihar,2020-12-17,237267,1332,243830,485,3,549
Bihar,2020-12-18,237770,1337,244386,503,5,556
Bihar,2020-12-19,238316,1341,245027,546,4,641
Bihar,2020-12-20,239109,1347,245661,793,6,634
Bihar,2020-12-21,239693,1352,246185,584,5,524
Bihar,2020-12-22,240219,1358,246568,526,6,383
Bihar,2020-12-23,240716,1362,247108,497,4,540
Bihar,2020-12-24,241031,1368,247807,315,6,699
Bihar,2020-12-25,241546,1371,248351,515,3,544
Bihar,2020-12-26,242068,1373,248945,522,2,594
Bihar,2020-12-27,242767,1379,249403,699,6,458
Bihar,2020-12-28,243461,1383,249912,694,4,509
Bihar,2020-12-29,244076,1386,250390,615,3,478
Bihar,2020-12-30,244599,1389,250928,523,3,538
Bihar,2020-12-31,245156,1393,251348,557,4,420
Bihar,2021-01-01,245476,1397,251743,320,4,395
Bihar,2021-01-02,245874,1400,252219,398,3,476
Bihar,2021-01-03,246389,1403,252584,515,3,365
Bihar,2021-01-04,246979,1405,252857,590,2,273
Bihar,2021-01-05,247484,1408,253272,505,3,415
Bihar,2021-01-06,247929,1415,253695,445,7,423
Bihar,2021-01-07,248410,1420,254014,481,5,319
Bihar,2021-01-08,248762,1424,254447,352,4,433
Bihar,2021-01-09,249198,1428,254701,436,4,254
Bihar,2021-01-10,249709,1430,255386,511,2,685
Bihar,2021-01-11,250088,1434,255700,379,4,314
Bihar,2021-01-12,250439,1439,255932,351,5,232
Bihar,2021-01-13,250632,1443,256309,193,4,377
Bihar,2021-01-14,251027,1445,256587,395,2,278
Bihar,2021-01-15,251278,1447,256895,251,2,308
Bihar,2021-01-16,251632,1449,257193,354,2,298
Bihar,2021-01-17,251975,1453,257474,343,4,281
Bihar,2021-01-18,252331,1457,257610,356,4,136
Bihar,2021-01-19,253007,1460,257775,676,3,165
Bihar,2021-01-20,253289,1461,257991,282,1,216
Bihar,2021-01-21,253569,1464,258176,280,3,185
Bihar,2021-01-22,254023,1468,258414,454,4,238
Bihar,2021-01-23,254359,1472,258513,336,4,99
Bihar,2021-01-24,254563,1476,258638,204,4,125
Bihar,2021-01-25,254991,1479,258787,428,3,149
Bihar,2021-01-26,255019,1483,258861,28,4,74
Bihar,2021-01-27,255174,1486,258996,155,3,135
Bihar,2021-01-28,256014,1490,259149,840,4,153
Bihar,2021-01-29,256679,1492,259214,665,2,65
Bihar,2021-01-30,256857,1495,259373,178,3,159
Bihar,2021-01-31,257021,1499,259496,164,4,123
Bihar,2021-02-01,257169,1501,259563,148,2,67
Bihar,2021-02-02,257306,1503,259660,137,2,97
Bihar,2021-02-03,257474,1505,259781,168,2,121
Bihar,2021-02-04,257618,1508,259858,144,3,77
Bihar,2021-02-05,257702,1510,259936,84,2,78
Bihar,2021-02-06,257914,1512,260034,212,2,98
Bihar,2021-02-07,257971,1515,260095,57,3,61
Bihar,2021-02-08,258221,1516,260270,250,1,175
Bihar,2021-02-09,258771,1517,260670,550,1,400
Bihar,2021-02-10,259074,1518,261092,303,1,422
Bihar,2021-02-11,259234,1520,261511,160,2,419
Bihar,2021-02-12,259347,1521,261568,113,1,57
Bihar,2021-02-13,259433,1522,261646,86,1,78
Bihar,2021-02-14,259513,1524,261690,80,2,44
Bihar,2021-02-15,259591,1525,261741,78,1,51
Bihar,2021-02-16,259670,1527,261785,79,2,44
Bihar,2021-02-17,259748,1528,261841,78,1,56
Bihar,2021-02-18,259830,1529,261879,82,1,38
Bihar,2021-02-19,259898,1531,261942,68,2,63
Bihar,2021-02-20,259973,1532,262009,75,1,67
Bihar,2021-02-21,260030,1534,262066,57,2,57
Bihar,2021-02-22,260088,1535,262160,58,1,94
Bihar,2021-02-23,260147,1536,262244,59,1,84
Bihar,2021-02-24,260218,1537,262303,71,1,59
Bihar,2021-02-25,260310,1538,262357,92,1,54
Bihar,2021-02-26,260401,1539,262418,91,1,61
Bihar,2021-02-27,260493,1540,262464,92,1,46
Bihar,2021-02-28,260564,1541,262509,71,1,45
Bihar,2021-03-01,260594,1541,262534,30,0,25
Bihar,2021-03-02,260645,1541,262556,51,0,22
Bihar,2021-03-03,260687,1541,262597,42,0,41
Bihar,2021-03-04,260737,1542,262628,50,1,31
Bihar,2021-03-05,260777,1543,262668,40,1,40
Bihar,2021-03-06,260821,1544,262706,44,1,38
Bihar,2021-03-07,260849,1545,262728,28,1,22
Bihar,2021-03-08,260899,1546,262758,50,1,30
Bihar,2021-03-09,260942,1547,261232,43,1,-1526
Bihar,2021-03-10,260975,1547,262820,33,0,1588
Bihar,2021-03-11,260975,1547,262820,0,0,0
Bihar,2021-03-12,261013,1548,262864,38,1,44
Bihar,2021-03-13,261064,1549,262937,51,1,73
Bihar,2021-03-14,261092,1550,262974,28,1,37
Bihar,2021-03-15,261136,1551,263025,44,1,51
Bihar,2021-03-16,261171,1552,263051,35,1,26
Bihar,2021-03-17,261200,1553,263100,29,1,49
Bihar,2021-03-18,261240,1554,263158,40,1,58
Bihar,2021-03-19,261304,1555,263265,64,1,107
Bihar,2021-03-20,261362,1556,263355,58,1,90
Bihar,2021-03-21,261413,1557,263443,51,1,88
Bihar,2021-03-22,261487,1559,263569,74,2,126
Bihar,2021-03-23,261537,1561,263659,50,2,90
Bihar,2021-03-24,261583,1563,263770,46,2,111
Bihar,2021-03-25,261648,1565,263940,65,2,170
Bihar,2021-03-26,261706,1567,264198,58,2,258
Bihar,2021-03-27,261839,1569,264409,133,2,211
Bihar,2021-03-28,261917,1571,264604,78,2,195
Bihar,2021-03-29,262036,1572,264955,119,1,351
Bihar,2021-03-30,262133,1573,265194,97,1,239
Bihar,2021-03-31,262238,1574,265268,105,1,74
Bihar,2021-04-01,262371,1576,265527,133,2,259
Bihar,2021-04-02,262529,1578,266015,158,2,488
Bihar,2021-04-03,262733,1580,266677,204,2,662
Bihar,2021-04-04,262988,1582,267513,255,2,836
Bihar,2021-04-05,263233,1583,268377,245,1,864
Bihar,2021-04-06,263582,1586,269312,349,3,935
Bihar,2021-04-07,263849,1588,270392,267,2,1080
Bihar,2021-04-08,264402,1591,271919,553,3,1527
Bihar,2021-04-09,264730,1595,273830,328,4,1911
Bihar,2021-04-10,265048,1598,276004,318,3,2174
Bihar,2021-04-11,265870,1604,279473,822,6,3469
Bihar,2021-04-12,266923,1610,283229,1053,6,3756
Bihar,2021-04-13,267559,1616,286228,636,6,2999
Bihar,2021-04-14,268606,1630,290385,1047,14,4157
Bihar,2021-04-15,269795,1651,295171,1189,21,4786
Bihar,2021-04-16,270550,1675,301304,755,24,6133
Bihar,2021-04-17,272403,1688,307557,1853,13,6253
Bihar,2021-04-18,274207,1722,315427,1804,34,7870
Bihar,2021-04-19,277667,1749,324117,3460,27,8690
Bihar,2021-04-20,280286,1790,331604,2619,41,7487
Bihar,2021-04-21,283863,1841,342059,3577,51,10455
Bihar,2021-04-22,288637,1897,354281,4774,56,12222
Bihar,2021-04-23,293945,1956,365770,5308,59,11489
Bihar,2021-04-24,300012,2010,378442,6067,54,12672
Bihar,2021-04-25,306753,2087,390801,6741,77,12359
Bihar,2021-04-26,314286,2155,403596,7533,68,12795
Bihar,2021-04-27,323514,2222,415397,9228,67,11801
Bihar,2021-04-28,331418,2307,428001,7904,85,12604
Bihar,2021-04-29,340236,2391,441375,8818,84,13374
Bihar,2021-04-30,351162,2480,454464,10926,89,13089
Bihar,2021-05-01,362356,2560,470317,11194,80,15853
Bihar,2021-05-02,373261,2642,484106,10905,82,13789
Bihar,2021-05-03,384955,2739,497640,11694,97,13534
Bihar,2021-05-04,398558,2821,509047,13603,82,11407
Bihar,2021-05-05,410484,2926,523841,11926,105,14794
Bihar,2021-05-06,422210,2987,538677,11726,61,14836
Bihar,2021-05-07,435574,3077,553803,13364,90,15126
Bihar,2021-05-08,449063,3139,567269,13489,62,13466
Bihar,2021-05-09,464025,3215,580217,14962,76,12948
Bihar,2021-05-10,477389,3282,591476,13364,67,11259
Bihar,2021-05-11,493189,3357,601650,15800,75,10174
Bihar,2021-05-12,507041,3429,612570,13852,72,10920
Bihar,2021-05-13,519306,3503,622433,12265,74,9863
Bihar,2021-05-14,530314,3593,630185,11008,90,7752
Bihar,2021-05-15,544445,3670,637679,14131,77,7494
